Cod_Venda;Cod_Data;DataNotaFiscal;Dia;Mes;Ano;Cod_Marca;Marca;UF;Nome_UF;PrecoVenda;PrecoCusto;TotalDesconto;Frete;CustoMaoDeObra;Cod_Modelo;Modelo;Id_Cor;Cores;Cod_Vendedor;Vendedor;Cod_Filial;Nome_Filial;Estado_Filial;Demog_Clientes;Meios_de_Pag;Cat_de_Produtos;Campanhas_de_Mkt;Informacoes_de_Devolu;Canais_de_Venda;Indi_Satisfacao
798;42573;22/07/2016;22;7;2016;M01;Allen Machine;ES;Espírito Santo;259,31;129,66;6,48;14,78;38,9;J002;Skinny;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Não;Online;2/5
799;43703;26/08/2019;26;8;2019;M04;Salvion;MS;Mato Grosso do Sul;259,45;129,73;6,49;14,79;38,92;J006;Cigarrete;PMS 2965;Azul;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Dinheiro;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Loja Física;5/5
800;43807;08/12/2019;8;12;2019;M02;Pardiucci;RJ;Rio de Janeiro;259,57;129,79;6,49;14,79;38,94;J004;Pantacourt;PMS 2765;Branco;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;2/5
801;43464;30/12/2018;30;12;2018;M01;Allen Machine;PE;Pernambuco;259,87;129,94;6,5;14,81;38,98;J002;Skinny;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Dinheiro;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Loja Física;2/5
802;43275;24/06/2018;24;6;2018;M05;Milteka;PI;Piauí;261,03;130,52;6,53;14,88;39,16;J001;Cropped;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Débito;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Não;Online;3/5
803;43340;28/08/2018;28;8;2018;M04;Salvion;CE;Ceará;261,15;130,58;6,53;14,88;39,17;J006;Cigarrete;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Loja Física;4.5/5
804;43804;05/12/2019;5;12;2019;M01;Allen Machine;AC;Acre;261,16;130,58;6,53;14,89;39,17;J001;Cropped;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;4.5/5
805;43490;25/01/2019;25;1;2019;M05;Milteka;PE;Pernambuco;261,31;130,66;6,53;14,89;39,2;J003;Flare;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tamanho Incorreto;Loja Física;3/5
806;43423;19/11/2018;19;11;2018;M05;Milteka;MT;Mato Grosso;261,87;130,94;6,55;14,93;39,28;J003;Flare;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Dinheiro;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Loja Física;5/5
807;44184;19/12/2020;19;12;2020;M03;Patrilolo;SC;Santa Catarina;261,9;130,95;6,55;14,93;39,29;J004;Pantacourt;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Online;4.5/5
808;44185;20/12/2020;20;12;2020;M01;Allen Machine;SE;Sergipe;262,03;131,02;6,55;14,94;39,31;J005;Hot Pants;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;4.5/5
809;43381;08/10/2018;8;10;2018;M01;Allen Machine;AM;Amazonas;262,52;131,26;6,56;14,96;39,38;J003;Flare;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Dinheiro;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Defeito no Produto;Loja Física;2/5
810;43889;28/02/2020;28;2;2020;M01;Allen Machine;PE;Pernambuco;262,63;131,32;6,57;14,97;39,4;J003;Flare;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Não;Loja Física;4.5/5
811;44002;20/06/2020;20;6;2020;M02;Pardiucci;SP;São Paulo;263,39;131,7;6,58;15,01;39,51;J006;Cigarrete;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Pix;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;5/5
812;42960;13/08/2017;13;8;2017;M05;Milteka;MT;Mato Grosso;263,85;131,93;6,6;15,04;39,58;J005;Hot Pants;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;4/5
813;42604;22/08/2016;22;8;2016;M03;Patrilolo;PA;Pará;263,86;131,93;6,6;15,04;39,58;J005;Hot Pants;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Pix;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Sim, Tamanho Incorreto;Loja Física;4.5/5
814;43024;16/10/2017;16;10;2017;M05;Milteka;SP;São Paulo;264,63;132,32;6,62;15,08;39,7;J001;Cropped;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Débito;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Defeito no Produto;Online;3/5
815;42775;09/02/2017;9;2;2017;M05;Milteka;PA;Pará;264,67;132,34;6,62;15,09;39,7;J004;Pantacourt;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;5/5
816;44030;18/07/2020;18;7;2020;M02;Pardiucci;SC;Santa Catarina;264,7;132,35;6,62;15,09;39,71;J003;Flare;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Black Friday;Sim, Tamanho Incorreto;Loja Física;2/5
817;42767;01/02/2017;1;2;2017;M01;Allen Machine;PR;Paraná;264,71;132,36;6,62;15,09;39,71;J006;Cigarrete;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Pix;Flare, Jeans Reciclado, Rasgado;Black Friday;Sim, Defeito no Produto;Online;4.5/5
818;43114;14/01/2018;14;1;2018;M04;Salvion;AC;Acre;264,88;132,44;6,62;15,1;39,73;J001;Cropped;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Defeito no Produto;Online;4/5
819;42482;22/04/2016;22;4;2016;M03;Patrilolo;MT;Mato Grosso;264,97;132,49;6,62;15,1;39,75;J004;Pantacourt;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tamanho Incorreto;Loja Física;2/5
820;42432;03/03/2016;3;3;2016;M02;Pardiucci;AP;Amapá;265,31;132,66;6,63;15,12;39,8;J005;Hot Pants;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Pix;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Não;Online;2/5
821;42651;08/10/2016;8;10;2016;M05;Milteka;AP;Amapá;265,43;132,72;6,64;15,13;39,82;J003;Flare;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Débito;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Não;Loja Física;4/5
822;43105;05/01/2018;5;1;2018;M03;Patrilolo;PI;Piauí;265,55;132,78;6,64;15,14;39,83;J001;Cropped;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;5/5
823;42667;24/10/2016;24;10;2016;M04;Salvion;PA;Pará;266,27;133,14;6,66;15,18;39,94;J003;Flare;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Masculino, 25-34, Classe B;Débito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;3/5
824;42712;08/12/2016;8;12;2016;M03;Patrilolo;MA;Maranhão;266,37;133,19;6,66;15,18;39,96;J001;Cropped;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Débito;Boyfriend, Algodão, Rasgado;Promoção de Verão;Sim, Tecido Incorreto;Loja Física;2/5
825;43455;21/12/2018;21;12;2018;M03;Patrilolo;RN;Rio Grande do Norte;266,4;133,2;6,66;15,18;39,96;J005;Hot Pants;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;4/5
826;43139;08/02/2018;8;2;2018;M05;Milteka;CE;Ceará;266,48;133,24;6,66;15,19;39,97;J006;Cigarrete;PMS 2765;Branco;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;3/5
827;43283;02/07/2018;2;7;2018;M01;Allen Machine;MG;Minas Gerais;266,59;133,3;6,66;15,2;39,99;J004;Pantacourt;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Tamanho Incorreto;Loja Física;5/5
828;44066;23/08/2020;23;8;2020;M02;Pardiucci;RR;Roraima;267,1;133,55;6,68;15,22;40,07;J002;Skinny;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Dinheiro;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;3/5
829;42777;11/02/2017;11;2;2017;M05;Milteka;MT;Mato Grosso;267,32;133,66;6,68;15,24;40,1;J005;Hot Pants;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tamanho Incorreto;Loja Física;3/5
830;43668;22/07/2019;22;7;2019;M02;Pardiucci;ES;Espírito Santo;267,44;133,72;6,69;15,24;40,12;J005;Hot Pants;PMS 2965;Azul;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Não;Online;3/5
831;43633;17/06/2019;17;6;2019;M03;Patrilolo;MA;Maranhão;267,61;133,81;6,69;15,25;40,14;J001;Cropped;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Online;4/5
832;43039;31/10/2017;31;10;2017;M04;Salvion;RO;Rondônia;267,66;133,83;6,69;15,26;40,15;J004;Pantacourt;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Loja Física;4/5
833;42458;29/03/2016;29;3;2016;M05;Milteka;RS;Rio Grande do Sul;267,75;133,88;6,69;15,26;40,16;J005;Hot Pants;PMS 2965;Azul;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Online;4/5
834;43816;17/12/2019;17;12;2019;M04;Salvion;RJ;Rio de Janeiro;267,79;133,9;6,69;15,26;40,17;J006;Cigarrete;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Débito;Boyfriend, Algodão, Rasgado;Promoção de Verão;Não;Loja Física;4.5/5
835;42932;16/07/2017;16;7;2017;M03;Patrilolo;GO;Goiás;267,88;133,94;6,7;15,27;40,18;J005;Hot Pants;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Defeito no Produto;Online;2/5
836;43605;20/05/2019;20;5;2019;M02;Pardiucci;BA;Bahia;268,13;134,07;6,7;15,28;40,22;J006;Cigarrete;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Online;4/5
837;43008;30/09/2017;30;9;2017;M01;Allen Machine;GO;Goiás;268,75;134,38;6,72;15,32;40,31;J001;Cropped;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Débito;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tecido Incorreto;Online;3/5
838;43211;21/04/2018;21;4;2018;M03;Patrilolo;BA;Bahia;268,77;134,39;6,72;15,32;40,32;J001;Cropped;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tamanho Incorreto;Online;4/5
839;44052;09/08/2020;9;8;2020;M01;Allen Machine;DF;Distrito Federal;268,82;134,41;6,72;15,32;40,32;J006;Cigarrete;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tamanho Incorreto;Loja Física;4.5/5
840;43337;25/08/2018;25;8;2018;M01;Allen Machine;ES;Espírito Santo;268,83;134,42;6,72;15,32;40,33;J006;Cigarrete;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Sim, Tecido Incorreto;Online;4.5/5
841;43610;25/05/2019;25;5;2019;M05;Milteka;BA;Bahia;268,91;134,46;6,72;15,33;40,34;J004;Pantacourt;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Tecido Incorreto;Online;3/5
842;43806;07/12/2019;7;12;2019;M02;Pardiucci;GO;Goiás;269,17;134,59;6,73;15,34;40,38;J002;Skinny;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Pix;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Loja Física;4/5
843;43762;24/10/2019;24;10;2019;M05;Milteka;TO;Tocantins;269,61;134,81;6,74;15,37;40,44;J004;Pantacourt;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Online;2/5
844;43641;25/06/2019;25;6;2019;M05;Milteka;PA;Pará;269,71;134,86;6,74;15,37;40,46;J005;Hot Pants;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Não;Loja Física;3/5
845;44116;12/10/2020;12;10;2020;M04;Salvion;AL;Alagoas;269,85;134,93;6,75;15,38;40,48;J006;Cigarrete;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Defeito no Produto;Loja Física;5/5
846;42698;24/11/2016;24;11;2016;M04;Salvion;MS;Mato Grosso do Sul;270,18;135,09;6,75;15,4;40,53;J001;Cropped;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Pix;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Loja Física;5/5
847;42769;03/02/2017;3;2;2017;M03;Patrilolo;AM;Amazonas;270,27;135,14;6,76;15,4;40,54;J002;Skinny;PMS 2765;Branco;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Dinheiro;Mom, Elastano, Lavagem Escura;Dia das Mães;Não;Online;3/5
848;42618;05/09/2016;5;9;2016;M05;Milteka;PI;Piauí;270,49;135,25;6,76;15,42;40,58;J004;Pantacourt;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Tecido Incorreto;Loja Física;5/5
849;42481;21/04/2016;21;4;2016;M03;Patrilolo;PB;Paraíba;270,64;135,32;6,77;15,43;40,6;J006;Cigarrete;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Não;Online;4.5/5
850;42765;30/01/2017;30;1;2017;M01;Allen Machine;AP;Amapá;270,68;135,34;6,77;15,43;40,6;J006;Cigarrete;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Não;Online;4.5/5
851;42507;17/05/2016;17;5;2016;M03;Patrilolo;MT;Mato Grosso;270,71;135,36;6,77;15,43;40,61;J004;Pantacourt;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Pix;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Tamanho Incorreto;Loja Física;3/5
852;43901;11/03/2020;11;3;2020;M04;Salvion;TO;Tocantins;271,38;135,69;6,78;15,47;40,71;J005;Hot Pants;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Dia das Mães;Não;Online;4/5
853;42971;24/08/2017;24;8;2017;M04;Salvion;RN;Rio Grande do Norte;271,76;135,88;6,79;15,49;40,76;J005;Hot Pants;PMS 2965;Azul;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Pix;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Online;4.5/5
854;42854;29/04/2017;29;4;2017;M01;Allen Machine;RJ;Rio de Janeiro;271,94;135,97;6,8;15,5;40,79;J004;Pantacourt;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Feminino, 18-24, Classe A;Pix;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Defeito no Produto;Online;2/5
855;42889;03/06/2017;3;6;2017;M02;Pardiucci;TO;Tocantins;271,96;135,98;6,8;15,5;40,79;J006;Cigarrete;PMS 576;Verde;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Black Friday;Não;Loja Física;4/5
856;42422;22/02/2016;22;2;2016;M03;Patrilolo;SC;Santa Catarina;272,01;136,01;6,8;15,5;40,8;J005;Hot Pants;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Débito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;4/5
857;42976;29/08/2017;29;8;2017;M05;Milteka;PB;Paraíba;272,14;136,07;6,8;15,51;40,82;J003;Flare;PMS 2965;Azul;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Dinheiro;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Online;4.5/5
858;43695;18/08/2019;18;8;2019;M05;Milteka;PR;Paraná;272,24;136,12;6,81;15,52;40,84;J001;Cropped;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Feminino, 18-24, Classe A;Dinheiro;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Loja Física;3/5
859;42514;24/05/2016;24;5;2016;M04;Salvion;SE;Sergipe;272,29;136,15;6,81;15,52;40,85;J002;Skinny;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Online;5/5
860;43759;21/10/2019;21;10;2019;M03;Patrilolo;AL;Alagoas;272,42;136,21;6,81;15,53;40,86;J003;Flare;PMS 2765;Branco;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Transferência Bancária;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Defeito no Produto;Online;4/5
861;43851;21/01/2020;21;1;2020;M01;Allen Machine;TO;Tocantins;272,52;136,26;6,81;15,53;40,88;J005;Hot Pants;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Loja Física;4.5/5
862;43826;27/12/2019;27;12;2019;M04;Salvion;PE;Pernambuco;272,98;136,49;6,82;15,56;40,95;J004;Pantacourt;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Transferência Bancária;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tecido Incorreto;Loja Física;4/5
863;43352;09/09/2018;9;9;2018;M01;Allen Machine;TO;Tocantins;273,11;136,56;6,83;15,57;40,97;J003;Flare;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Online;5/5
864;42806;12/03/2017;12;3;2017;M05;Milteka;RO;Rondônia;273,24;136,62;6,83;15,57;40,99;J003;Flare;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Dia das Mães;Não;Online;5/5
865;42656;13/10/2016;13;10;2016;M04;Salvion;AL;Alagoas;273,77;136,89;6,84;15,6;41,07;J002;Skinny;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Débito;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Defeito no Produto;Loja Física;4/5
866;42390;21/01/2016;21;1;2016;M05;Milteka;SP;São Paulo;273,82;136,91;6,85;15,61;41,07;J006;Cigarrete;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Dinheiro;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Sim, Tamanho Incorreto;Loja Física;4.5/5
867;43726;18/09/2019;18;9;2019;M04;Salvion;DF;Distrito Federal;273,98;136,99;6,85;15,62;41,1;J006;Cigarrete;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Dia das Mães;Não;Online;4/5
868;44102;28/09/2020;28;9;2020;M04;Salvion;PR;Paraná;274,1;137,05;6,85;15,62;41,12;J002;Skinny;PMS 2926;Preto;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Débito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Online;3/5
869;43642;26/06/2019;26;6;2019;M02;Pardiucci;MS;Mato Grosso do Sul;274,16;137,08;6,85;15,63;41,12;J001;Cropped;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Promoção de Verão;Sim, Tamanho Incorreto;Online;4/5
870;44192;27/12/2020;27;12;2020;M02;Pardiucci;RJ;Rio de Janeiro;274,32;137,16;6,86;15,64;41,15;J002;Skinny;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Dinheiro;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tecido Incorreto;Loja Física;2/5
871;43375;02/10/2018;2;10;2018;M03;Patrilolo;GO;Goiás;274,33;137,17;6,86;15,64;41,15;J003;Flare;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Loja Física;4.5/5
872;43613;28/05/2019;28;5;2019;M03;Patrilolo;RR;Roraima;274,41;137,21;6,86;15,64;41,16;J005;Hot Pants;PMS 2765;Branco;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Não;Online;4/5
873;42406;06/02/2016;6;2;2016;M01;Allen Machine;AM;Amazonas;274,46;137,23;6,86;15,64;41,17;J004;Pantacourt;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Defeito no Produto;Online;4.5/5
874;42551;30/06/2016;30;6;2016;M04;Salvion;RS;Rio Grande do Sul;274,47;137,24;6,86;15,64;41,17;J003;Flare;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Não;Loja Física;4.5/5
875;43425;21/11/2018;21;11;2018;M03;Patrilolo;AC;Acre;274,62;137,31;6,87;15,65;41,19;J005;Hot Pants;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Online;5/5
876;44125;21/10/2020;21;10;2020;M04;Salvion;MS;Mato Grosso do Sul;275,14;137,57;6,88;15,68;41,27;J005;Hot Pants;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Débito;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Sim, Tecido Incorreto;Online;2/5
877;44151;16/11/2020;16;11;2020;M05;Milteka;AC;Acre;275,19;137,6;6,88;15,69;41,28;J002;Skinny;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Pix;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;4.5/5
878;42651;08/10/2016;8;10;2016;M03;Patrilolo;PR;Paraná;275,24;137,62;6,88;15,69;41,29;J001;Cropped;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Loja Física;4/5
879;43905;15/03/2020;15;3;2020;M04;Salvion;RJ;Rio de Janeiro;275,45;137,73;6,89;15,7;41,32;J001;Cropped;PMS 2926;Preto;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Dinheiro;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Não;Loja Física;4.5/5
880;44129;25/10/2020;25;10;2020;M04;Salvion;BA;Bahia;275,66;137,83;6,89;15,71;41,35;J004;Pantacourt;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Defeito no Produto;Online;2/5
